staffID,staffFirstName,staffLastName,dept,position,country,email,reportingId,role,password,handoverFrom
151266,Noah,Tong,Engineering,Operation Planning Team,Singapore,noah.tong@allinone.com.sg,151408,2,123,
151288,Mary,Heng,Engineering,Operation Planning Team,Singapore,mary.heng@allinone.com.sg,151408,2,123,
151407,Oliver,Loh,Engineering,Operation Planning Team,Singapore,oliver.loh@allinone.com.sg,151408,2,123,
151441,Minh,Hoang,Engineering,Senior Engineers,Singapore,minh.hoang@allinone.com.sg,151408,2,123,
151411,Bao,Nguyen,Engineering,Junior Engineers,Singapore,bao.nguyen@allinone.com.sg,151408,2,123,
151412,Wati,Halim,Engineering,Junior Engineers,Singapore,wati.halim@allinone.com.sg,151408,2,123,
151413,Seng,Soeun,Engineering,Junior Engineers,Singapore,seng.soeun@allinone.com.sg,151408,2,123,
151452,Rithya,Suon,Engineering,Operation Planning Team,Indonesia ,rithya.suon@allinone.com.id,151408,2,123,
151414,Yun,Lee,Engineering,Operation Planning Team,Indonesia ,yun.lee@allinone.com.id,151408,2,123,
160008,Sally,Loh,HR,Director,Singapore,sally.loh@allinone.com.sg,130002,1,123,
170166,David,Yap,Finance,Director,Singapore,david.yap@allinone.com.sg,130002,1,123,
180001,Ernst,Sim,Consultancy,Director,Singapore,ernst.sim@allinone.com.sg,130002,1,123,
210001,Peter,Yap,IT,Director,Singapore,peter.aypallinone.com.sg,130002,1,123,
190019,Heng,Sim,Solutioning,Developers,Singapore,heng.sim@allinone.com.sg,150008,2,123,
190037,Susi,Abdullah,Solutioning,Developers,Singapore,susi.abdullah@allinone.com.sg,150008,2,123,
190059,Phuc,Le,Solutioning,Support Team,Singapore,phuc.le@allinone.com.sg,150008,2,123,
190067,Minh,Ly,Solutioning,Support Team,Malaysia,minh.ly@allinone.com.sg,150008,2,123,
190070,Narah,Khun,Solutioning,Support Team,Indonesia ,narah.khun@allinone.com.sg,150008,2,123,
190077,Anhu,Pham,Solutioning,Support Team,Vietnam,anhu.pham@allinone.com.sg,150008,2,123,
190086,Hlaing,Situ,Solutioning,Support Team,Hong Kong,hlaing.situ@allinone.com.sg,150008,2,123,
190093,Chandra,Raj,Solutioning,Support Team,Singapore,chandra.raj@allinone.com.sg,150008,2,123,
151505,Thi,Lam,Engineering,Junior Engineers,Singapore,thi.lam@allinone.com.sg,151408,2,123,
151506,Vannak,Sok,Engineering,Junior Engineers,Singapore,vannak.sok@allinone.com.sg,151408,2,123,
151507,Phuong,Nguyen,Engineering,Junior Engineers,Singapore,phuong.nguyen@allinone.com.sg,151408,2,123,
151508,Srey,Makara,Engineering,Junior Engineers,Singapore,srey.makara@allinone.com.sg,151408,2,123,
151509,Hlaing,Kyaw,Engineering,Junior Engineers,Singapore,hlaing.kyaw@allinone.com.sg,151408,2,123,
151512,Chin,Heng,Engineering,Junior Engineers,Singapore,chin.heng@allinone.com.sg,151408,2,123,
151514,Somchai,Phan,Engineering,Junior Engineers,Singapore,somchai.phan@allinone.com.sg,151408,2,123,
151517,Chinh,Tran,Engineering,Junior Engineers,Singapore,chinh.tran@allinone.com.sg,151408,2,123,
151518,Yee,Liu,Engineering,Call Centre,Singapore,yee.liu@allinone.com.sg,151408,2,123,
151520,Sokunthea,Soy,Engineering,Call Centre,Singapore,sokunthea.soy@allinone.com.sg,151408,2,123,
151521,Champa,Thach,Engineering,Call Centre,Singapore,champa.thach@allinone.com.sg,151408,2,123,
151523,Rahim,Ramli,Engineering,Call Centre,Singapore,rahim.ramli@allinone.com.sg,151408,2,123,
151524,Hakim,Hassan,Engineering,Call Centre,Singapore,hakim.hassan@allinone.com.sg,151408,2,123,
151525,Trung,Le,Engineering,Call Centre,Singapore,trung.le@allinone.com.sg,151408,2,123,
151526,Seng,Chhour,Engineering,Call Centre,Singapore,seng.chhour@allinone.com.sg,151408,2,123,
151528,Phuc,Phung,Engineering,Call Centre,Singapore,phuc.phung@allinone.com.sg,151408,2,123,
151533,Soma,San,Engineering,Call Centre,Singapore,soma.san@allinone.com.sg,151408,2,123,
151535,Vannak,Soun,Engineering,Call Centre,Singapore,vannak.soun@allinone.com.sg,151408,2,123,
151536,Kumara,Suon,Engineering,Call Centre,Singapore,kumara.suon@allinone.com.sg,151408,2,123,
151539,Siti,Yusof,Engineering,Junior Engineers,Singapore,siti.yusof@allinone.com.sg,151408,2,123,
151540,Chanh,Sin,Engineering,Junior Engineers,Singapore,chanh.sin@allinone.com.sg,151408,2,123,
151541,Anhu,Tran,Engineering,Junior Engineers,Singapore,anhu.tran@allinone.com.sg,151408,2,123,
151543,Priya,Krishnan,Engineering,Junior Engineers,Singapore,priya.krishnan@allinone.com.sg,151408,2,123,
151544,Nanda,Lal,Engineering,Junior Engineers,Singapore,nanda.lal@allinone.com.sg,151408,2,123,
151545,Rithy,Khun,Engineering,Junior Engineers,Singapore,rithy.khun@allinone.com.sg,151408,2,123,
151547,Koh,Loo,Engineering,Junior Engineers,Singapore,koh.loo@allinone.com.sg,151408,2,123,
151549,Kumari,Pillai,Engineering,Junior Engineers,Singapore,kumari.pillai@allinone.com.sg,151408,2,123,
151556,Thi,Ling,Engineering,Junior Engineers,Singapore,thi.ling@allinone.com.sg,151408,2,123,
151558,Vannak,Seng,Engineering,Junior Engineers,Singapore,vannak.seng@allinone.com.sg,151408,2,123,
151560,Somchai,Kong,Engineering,Junior Engineers,Singapore,somchai.kong@allinone.com.sg,151408,2,123,
151561,Rath,Khun,Engineering,Junior Engineers,Singapore,rath.khun@allinone.com.sg,151408,2,123,
151562,Chinh,Nguyen,Engineering,Call Centre,Singapore,chinh.nguyen@allinone.com.sg,151408,2,123,
151563,Yee,Chong,Engineering,Call Centre,Singapore,yee.chong@allinone.com.sg,151408,2,123,
151564,Heng,Phal,Engineering,Call Centre,Singapore,heng.phal@allinone.com.sg,151408,2,123,
151567,Sokunthea,Seng,Engineering,Call Centre,Singapore,sokunthea.seng@allinone.com.sg,151408,2,123,
151570,Rahim,Harun,Engineering,Call Centre,Singapore,rahim.harun@allinone.com.sg,151408,2,123,
151573,Trung,Nguyen,Engineering,Call Centre,Singapore,trung.nguyen@allinone.com.sg,151408,2,123,
151575,Narong,Savoeun,Engineering,Call Centre,Singapore,narong.savoeun@allinone.com.sg,151408,2,123,
151576,Phuc,Luong,Engineering,Call Centre,Singapore,phuc.luong@allinone.com.sg,151408,2,123,
151579,Soma,Voeun,Engineering,Call Centre,Singapore,soma.voeun@allinone.com.sg,151408,2,123,
151580,Siv,Sothea,Engineering,Call Centre,Singapore,siv.sothea@allinone.com.sg,151408,2,123,
151581,Vannak,Samnang,Engineering,Call Centre,Singapore,vannak.samnang@allinone.com.sg,151408,2,123,
151582,Kumara,Sareth,Engineering,Call Centre,Singapore,kumara.sareth@allinone.com.sg,151408,2,123,
151583,Sok,Kheng,Engineering,Call Centre,Singapore,sok.kheng@allinone.com.sg,151408,2,123,
151584,Siti,Yusuf,Engineering,Call Centre,Singapore,siti.yusuf@allinone.com.sg,151408,2,123,
151589,Anh,Van,Engineering,Junior Engineers,Singapore,anh.van@allinone.com.sg,151408,2,123,
151590,Priya,Kumar,Engineering,Junior Engineers,Malaysia,priya.kumar@allinone.com.my,151408,2,123,
151591,Nanda,Kesavan,Engineering,Junior Engineers,Singapore,nanda.kesavan@allinone.com.sg,151408,2,123,
151595,Mani,Devi,Engineering,Junior Engineers,Singapore,mani.devi@allinone.com.sg,151408,2,123,
151596,Koh,Seng,Engineering,Junior Engineers,Singapore,koh.seng@allinone.com.sg,151408,2,123,
151598,Kumaru,Pillai,Engineering,Junior Engineers,Singapore,kumaru.pillai@allinone.com.sg,151408,2,123,
151439,Ji,Han,Engineering,Senior Engineers,Vietnam,ji.han@allinone.com.vn,151408,2,123,
151443,Anil,Kumar,Engineering,Senior Engineers,Hong Kong,anil.kumar@allinone.com.hk,151408,2,123,
151457,Chandra,Pandey,Engineering,Senior Engineers,Malaysia,chandra.pandey@allinone.com.my,151408,2,123,
151471,Chanh,Ly,Engineering,Senior Engineers,Singapore,chanh.ly@allinone.com.sg,151408,2,123,
151600,Narong,Chua,Engineering,Senior Engineers,Singapore,narong.chua@allinone.com.sg,151408,2,123,
151601,Thi Mih,Ling,Engineering,Operation Planning Team,Singapore,thimih.ling@allinone.com.sg,151408,2,123,
151602,Vannah,Seng,Engineering,Operation Planning Team,Singapore,vannah.seng@allinone.com.sg,151408,2,123,
151603,Phuong,Truong,Engineering,Operation Planning Team,Singapore,phuong.truong@allinone.com.sg,151408,2,123,
151418,Chandara,Khun,Engineering,Senior Engineers,Vietnam,chandara.khun@allinone.com.vn,151408,2,123,
151459,Phalla,Yong,Engineering,Junior Engineers,Vietnam,phalla.yong@allinone.com.vn,151408,2,123,
151481,Phuc,Lam,Engineering,Junior Engineers,Vietnam,phuc.lam@allinone.com.vn,151408,2,123,
151498,Mani,Prasad,Engineering,Junior Engineers,Vietnam,mani.prasad@allinone.com.vn,151408,2,123,
151515,Rath,Sim,Engineering,Junior Engineers,Vietnam,rath.sim@allinone.com.vn,151408,2,123,
151534,Siv,Savuth,Engineering,Junior Engineers,Vietnam,siv.savuth@allinone.com.vn,151408,2,123,
151550,Narong,Chua,Engineering,Junior Engineers,Vietnam,narong.chua@allinone.com.vn,151408,2,123,
151574,Seng,Sao,Engineering,Junior Engineers,Vietnam,seng.sao@allinone.com.vn,151408,2,123,
151593,Rithy,Sok,Engineering,Junior Engineers,Vietnam,rithy.sok@allinone.com.vn,151408,2,123,
151610,Somchai,Kong,Engineering,Junior Engineers,Vietnam,somchai.kong@allinone.com.vn,151408,2,123,
151415,Aung,Tun,Engineering,Junior Engineers,Singapore,aung.tun@allinone.com.sg,151408,2,123,
151417,Pich,Sun,Engineering,Junior Engineers,Singapore,pich.sun@allinone.com.sg,151408,2,123,
151419,Heng,Heng,Engineering,Junior Engineers,Singapore,heng.heng@allinone.com.sg,151408,2,123,
151420,Siti,Ismail,Engineering,Junior Engineers,Singapore,siti.ismail@allinone.com.sg,151408,2,123,
151426,Trung,Trinh,Engineering,Junior Engineers,Singapore,trung.trinh@allinone.com.sg,151408,2,123,
151427,Rahul,Sharma,Engineering,Junior Engineers,Singapore,rahul.sharma@allinone.com.sg,151408,2,123,
151428,Champa,Thao,Engineering,Junior Engineers,Singapore,champa.thao@allinone.com.sg,151408,2,123,
151430,Rithy,Chheng,Engineering,Junior Engineers,Singapore,rithy.chheng@allinone.com.sg,151408,2,123,
151431,Mani,Raj,Engineering,Junior Engineers,Singapore,mani.raj@allinone.com.sg,151408,2,123,
151432,Sokunthea,Phan,Engineering,Junior Engineers,Singapore,sokunthea.phan@allinone.com.sg,151408,2,123,
151435,Somnang,Suon,Engineering,Junior Engineers,Singapore,somnang.suon@allinone.com.sg,151408,2,123,
151438,Rath,Phan,Engineering,Junior Engineers,Singapore,rath.phan@allinone.com.sg,151408,2,123,
151440,Sok,Pich,Engineering,Junior Engineers,Singapore,sok.pich@allinone.com.sg,151408,2,123,
151425,Thuy,Phan,Engineering,Senior Engineers,Hong Kong,thuy.phan@allinone.com.hk,151408,2,123,
151466,Siv,Sun,Engineering,Junior Engineers,Hong Kong,siv.sun@allinone.com.hk,151408,2,123,
151484,Phanith,Sok,Engineering,Junior Engineers,Hong Kong,phanith.sok@allinone.com.hk,151408,2,123,
